author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
ID 118582271;homeowner;https://balashikha.cian.ru/sale/flat/308939146/;Зеленоград;sale;flat;10;17;2;52.2;9890000;; Свердлова;50;Щёлковская;
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/308377324/;Зеленоград;sale;flat;3;8;2;71.0;14500000;Центральный;переулок Рахманинова;49/14;;
hoomie;real_estate_agent;https://www.cian.ru/sale/flat/308421883/;Зеленоград;sale;flat;9;20;1;39.74;16802072;Даниловский;Автозаводская ;26;Тульская;FORST
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/306369703/;Зеленоград;sale;flat;17;21;3;56.8;26000000;Хорошевский; Зорге;9Ак1;Зорге;Зорге 9
Arkhipov team;real_estate_agent;https://www.cian.ru/sale/flat/308426679/;Зеленоград;sale;flat;45;55;3;79.9;31969751;Раменки;проспект Генерала Дорохова;вл1к1;Аминьевская;Will Towers
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304553565/;Зеленоград;sale;flat;3;33;3;79.53;40500000;Пресненский; Пресненский Вал;27С2;Белорусская;Republic
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305017611/;Зеленоград;sale;flat;2;11;3;65.0;52900000;Раменки;Винницкая ;8к2;Раменки;Настоящее
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303645322/;Зеленоград;sale;flat;11;15;3;63.0;54900000;Раменки;Винницкая ;8к2;Раменки;Настоящее
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303542659/;Зеленоград;sale;flat;7;25;3;99.0;66900000;Раменки; Янковского;1к1;Аминьевская;Событие
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/300748810/;Зеленоград;sale;flat;14;16;3;85.0;66900000;Беговой; 1-я Ямского Поля;1к1;Белорусская;Slava
RND;real_estate_agent;https://www.cian.ru/sale/flat/307753411/;Зеленоград;sale;flat;24;44;3;137.0;125000000;Раменки;Минская ;2;Минская;Долина Сетунь
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308552358/;Зеленоград;sale;flat;5;19;4;125.0;128000000;Беговой;Ленинградский проспект;29к1;Динамо;Царская площадь
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308405074/;Зеленоград;sale;flat;40;53;4;165.0;134529359;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307109377/;Зеленоград;sale;flat;26;26;3;112.9;156800000;Пресненский; Пресненский Вал;4/29с1;Улица 1905 года;Republic
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/306369708/;Зеленоград;sale;flat;6;7;4;167.5;157500000;Раменки;Минская ;2Вк1;Минская;Снегири Эко
ТСН Владис;real_estate_agent;https://balashikha.cian.ru/sale/flat/301385242/;Зеленоград;sale;flat;5;10;2;66.0;9249000;; Карбышева;1;Кучино;
Василий Мельник;realtor;https://mytishchi.cian.ru/sale/flat/289793101/;Зеленоград;sale;flat;2;13;2;63.1;9500000;; Колпакова;25;Медведково;
ID 15705636;homeowner;https://www.cian.ru/sale/flat/307810393/;Зеленоград;sale;flat;9;9;2;60.0;20000000;Куркино;Ландышевая ;12;Химки;
Основа;developer;https://www.cian.ru/sale/flat/293623782/;Зеленоград;sale;flat;15;28;3;50.4;20910960;Хорошево-Мневники;;;Полежаевская;Эмоушен ЖК
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/273273999/;Зеленоград;sale;flat;16;46;2;59.1;23500000;Обручевский; Академика Волгина;2С1;Калужская;Архитектор
Зульфия  Галяутдинова;realtor;https://www.cian.ru/sale/flat/308225788/;Зеленоград;sale;flat;13;14;2;61.0;29000000;Гагаринский;Университетский проспект;6К2;Воробьёвы горы;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304491113/;Зеленоград;sale;flat;11;13;2;81.9;43500000;Раменки;Винницкая ;8к2;Раменки;Настоящее
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/308573956/;Зеленоград;sale;flat;47;55;4;108.36;50000000;Марьина роща; 4-я Марьиной рощи;12К1;Марьина Роща;Mod
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/307771005/;Зеленоград;sale;flat;9;14;3;67.0;51000000;Раменки;проспект Генерала Дорохова;39к1Б;Минская;Собрание клубных домов West Garden
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/305928735/;Зеленоград;sale;flat;17;17;3;71.0;53000000;Беговой;Ленинградский проспект;29к1;Динамо;Царская площадь
Kalinka Group;real_estate_agent;https://odintsovo.cian.ru/sale/flat/308441312/;Зеленоград;sale;flat;5;6;3;130.0;55000000;;;;;Жуковка Шале
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305017608/;Зеленоград;sale;flat;9;20;4;96.0;60900000;Замоскворечье;Летниковская ;;Павелецкая;Voxhall
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/304287538/;Зеленоград;sale;flat;3;8;2;50.0;72000000;Якиманка;Софийская набережная;34;Новокузнецкая;Софийский
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/304194999/;Зеленоград;sale;flat;4;10;2;88.0;74000000;Аэропорт;Ленинградский проспект;36с31;Динамо;ВТБ Арена парк
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294734371/;Зеленоград;sale;flat;9;21;3;108.0;130000000;Пресненский;2-я Звенигородская ;12С19;Улица 1905 года;Lucky
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/307708790/;Зеленоград;sale;flat;3;3;5;347.2;166560000;Раменки;Минская ;1Гк7;Ломоносовский проспект;
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/296106303/;Зеленоград;sale;flat;39;65;3;223.3;240230999;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
Недвижимость у моря;real_estate_agent;https://sochi.cian.ru/sale/flat/308179099/;Зеленоград;sale;flat;15;21;2;76.0;20000000;Хостинский; Яна Фабрициуса;2/4б;;
Недвижимость у моря;real_estate_agent;https://sochi.cian.ru/sale/flat/308159418/;Зеленоград;sale;flat;3;6;1;52.0;20360000;Адлерский;Веселая ;82/1Б;;Green Sail Park
Недвижимость у моря;real_estate_agent;https://sochi.cian.ru/sale/flat/308225754/;Зеленоград;sale;flat;1;6;2;55.0;21140000;Адлерский;Веселая ;82/1;;Green Sail Park
Этажи Москва;real_estate_agent;https://balashikha.cian.ru/sale/flat/307869945/;Зеленоград;sale;flat;19;25;1;36.3;5300000;; Яганова;9;Щёлковская;Пехра
ID 27200535;homeowner;https://solnechnogorsk.cian.ru/sale/flat/308523231/;Зеленоград;sale;flat;2;5;2;50.0;6600000;;;;;
ID 16079413;homeowner;https://balashikha.cian.ru/sale/flat/306373203/;Зеленоград;sale;flat;11;17;2;64.0;9549000;;проспект Ленина;74;Салтыковская;Жемчужина Виктории
Tekta Group;developer;https://www.cian.ru/sale/flat/303506224/;Зеленоград;sale;flat;9;34;3;57.1;23599430;Нагорный;;2;Нагорная;Твелв ЖК
Romanov Estate;real_estate_agent;https://www.cian.ru/sale/flat/303857132/;Зеленоград;sale;flat;12;58;3;62.3;25000000;Коньково;40-й кв-л;к2;Калужская;Обручева 30 ЖК
Артем Ченцов;realtor;https://www.cian.ru/sale/flat/302548997/;Зеленоград;sale;flat;4;30;3;72.2;31500000;Хорошево-Мневники;Шелепихинская набережная;40к2;Народное Ополчение;Sydney City
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299243580/;Зеленоград;sale;flat;15;19;3;107.0;98900000;Раменки;Ломоносовский проспект;25к5;Университет;Dominion
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/306504309/;Зеленоград;sale;flat;18;18;4;157.0;165000000;Академический;Новочеремушкинская ;17;Академическая;Новочеремушкинская 17
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303532746/;Зеленоград;sale;flat;4;6;4;185.0;178000000;Тверской;Тверская ;12С1;Пушкинская;
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/301921989/;Зеленоград;sale;flat;6;7;5;267.3;294000000;Хамовники;Смоленский бульвар;24к3;Смоленская;Клубный дом на Смоленском бульваре
Солнечный Берег;real_estate_agent;https://sochi.cian.ru/sale/flat/307989850/;Зеленоград;sale;flat;12;17;2;62.0;17500000;Центральный; Первомайская;11;;
ТСН Владис;real_estate_agent;https://balashikha.cian.ru/sale/flat/303023571/;Зеленоград;sale;flat;4;5;1;30.3;3899000;;шоссе Энтузиастов;57;Салтыковская;
КЛЕВЕР;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/305927855/;Зеленоград;sale;flat;2;5;2;47.0;5450000;;;;;
ТСН Владис;real_estate_agent;https://balashikha.cian.ru/sale/flat/306785132/;Зеленоград;sale;flat;3;20;1;47.3;6499999;; Чистопольская;28;Щёлковская;Эдельвейс-Комфорт
КЛЕВЕР;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/276890085/;Зеленоград;sale;flat;4;5;4;62.4;6900000;Комплексной застройки Тимоново кв-л; Подмосковная;17;;
Иван Музалевский;realtor;https://balashikha.cian.ru/sale/flat/301875482/;Зеленоград;sale;flat;7;16;1;42.3;7250000;; Юбилейная;4к5;Железнодорожная;
ТСН Владис;real_estate_agent;https://balashikha.cian.ru/sale/flat/304384217/;Зеленоград;sale;flat;14;17;1;45.3;7349000;; Твардовского;26;Кучино;
КЛЕВЕР;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/294373218/;Зеленоград;sale;flat;5;5;3;62.0;7300000;Солнечногорск;Ленинградская ;6;;
КЛЕВЕР;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/293997324/;Зеленоград;sale;flat;3;5;3;60.0;7700000;;;;;
КЛЕВЕР;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/304747187/;Зеленоград;sale;flat;10;10;3;70.7;7990000;Комплексной застройки Тимоново кв-л; Подмосковная;35;;
КЛЕВЕР;real_estate_agent;https://solnechnogorsk.cian.ru/sale/flat/307094870/;Зеленоград;sale;flat;8;9;3;88.0;8300000;Комплексной застройки Тимоново кв-л; Подмосковная;34;;
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/277628460/;Зеленоград;sale;flat;12;17;2;55.0;19500000;Центральный; Войкова;34;;Тасмана
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/293704749/;Зеленоград;sale;flat;4;38;2;65.0;23000000;Ростокино;проспект Мира;188Бк4;Ростокино;Триколор
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/308605254/;Зеленоград;sale;flat;13;41;1;43.0;23900000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/303071841/;Зеленоград;sale;flat;19;32;1;32.2;25000000;Пресненский;Шмитовский проезд;39к2;Шелепиха;Headliner
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307997531/;Зеленоград;sale;flat;15;27;3;80.4;29000000;Даниловский;1-я оч.;к5;ЗИЛ;Shagal
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/281250233/;Зеленоград;sale;flat;7;21;2;62.0;30000000;Свиблово;Сельскохозяйственная ;38к1;Ботанический сад;LIFE-Ботанический сад
ID 112141078;homeowner;https://krasnogorsk.cian.ru/sale/flat/304499685/;Зеленоград;sale;flat;1;6;4;112.0;29990000;пос. Отрадное; Пятницкая;2;;Отрада (1 очередь)
Северная слобода;real_estate_agent;https://www.cian.ru/sale/flat/305364441/;Зеленоград;sale;flat;1;4;3;89.6;34100000;Северный;Дмитровское шоссе;122Гк1;Физтех;
ID 12693939;realtor;https://www.cian.ru/sale/flat/308367102/;Зеленоград;sale;flat;24;28;3;71.0;38000000;Филевский парк;Береговой проезд;1Б;Шелепиха;мой адрес На Береговом
RND;real_estate_agent;https://www.cian.ru/sale/flat/304510329/;Зеленоград;sale;flat;4;7;3;142.2;49900000;Таганский;2-й Сыромятнический переулок;10;Курская;
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/305124470/;Зеленоград;sale;flat;8;41;4;97.72;55000000;Раменки;1-й Сетуньский проезд;вл6;Кутузовская;Hide
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307680453/;Зеленоград;sale;flat;7;36;2;84.3;57000000;Хорошево-Мневники;Шелепихинская набережная;34к3зд6;Шелепиха;Сердце Столицы
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/296422373/;Зеленоград;sale;flat;12;59;3;166.0;59990000;Ростокино;проспект Мира;188Бк3;Ростокино;Триколор
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/304897338/;Зеленоград;sale;flat;8;12;3;100.0;63000000;Аэропорт;Ленинградский проспект;36с30;Динамо;ВТБ Арена парк
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308424075/;Зеленоград;sale;flat;5;6;3;130.0;68000000;Крылатское;Крылатская ;45К2;Крылатское;Долина грез
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308405079/;Зеленоград;sale;flat;7;41;3;91.2;80000000;Хорошевский;Ленинградский проспект;37/3;Аэропорт;Прайм Парк
ID 102340291;unknown;https://www.cian.ru/sale/flat/305247135/;Зеленоград;sale;flat;34;75;3;186.0;92000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
333980;real_estate_agent;https://www.cian.ru/sale/flat/298636763/;Зеленоград;sale;flat;15;19;3;115.0;98890000;Раменки;Ломоносовский проспект;25к5;Университет;Dominion
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/306837240/;Зеленоград;sale;flat;5;6;2;94.0;99000000;Замоскворечье;Садовническая набережная;7;Новокузнецкая;BALCHUG VIEWPOINT
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/302534155/;Зеленоград;sale;flat;2;8;2;77.2;110000000;Якиманка;Софийская набережная;34;Новокузнецкая;Софийский
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/292309522/;Зеленоград;sale;flat;3;7;4;183.0;151825991;Тверской; Петровка;17С1;Трубная;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/288099221/;Зеленоград;sale;flat;3;4;3;188.5;175000000;Тверской;Дегтярный переулок;15к1;Пушкинская;
Сергей Климешов;realtor;https://www.cian.ru/sale/flat/301428962/;Зеленоград;sale;flat;82;85;4;285.0;251000000;Пресненский;1-й Красногвардейский проезд;21с2;Деловой центр;МФК ОКО
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/305506274/;Зеленоград;sale;flat;2;11;4;199.0;268650000;Хамовники; Усачева;2С3;Фрунзенская;Фьюжн парк
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/301132017/;Зеленоград;sale;flat;2;4;3;200.0;520000000;Якиманка;1-й Голутвинский переулок;7;Октябрьская;1-й Голутвинский пер. д. 7
Неометрия;developer;https://novorossiysk.cian.ru/sale/flat/290062990/;Зеленоград;sale;flat;1;24;1;31.9;6750040;;;;;Облака
Солнечный Берег;real_estate_agent;https://sochi.cian.ru/sale/flat/306890660/;Зеленоград;sale;flat;2;3;2;49.0;13300000;Адлерский; Ленина;290/7к3;;
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/308796131/;Зеленоград;sale;flat;16;24;2;50.0;17000000;Хостинский; Бытха;41;;Белый Дворец
Этажи Москва;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/306414696/;Зеленоград;sale;flat;6;9;1;42.2;8670000;; Алексеевская;3;Аникеевка;Опалиха Парк
Tekta Group;developer;https://www.cian.ru/sale/flat/301261798/;Зеленоград;sale;flat;31;34;1;39.2;21904960;Обручевский;;;Воронцовская;Эвер ЖК
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/291597285/;Зеленоград;sale;flat;29;29;3;85.0;44000000;Фили-Давыдково; Ивана Франко;6;Кунцевская;MainStreet
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/303538615/;Зеленоград;sale;flat;2;6;3;133.6;65000000;Крылатское;Осенняя ;25К2;Крылатское;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/308747732/;Зеленоград;sale;flat;2;12;4;142.0;99000000;Раменки; Сергея Бондарчука;4;Мичуринский проспект;Река
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/294209268/;Зеленоград;sale;flat;15;18;3;115.0;99000000;Раменки;Ломоносовский проспект;25к5;Университет;Dominion
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304683926/;Зеленоград;sale;flat;5;7;4;125.7;168000000;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов Театральный Дом
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300707882/;Зеленоград;sale;flat;4;6;3;149.6;230000000;Хамовники; Льва Толстого;23к1;Парк Культуры;Литератор
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/274247449/;Зеленоград;sale;flat;40;60;4;175.2;243000000;Пресненский;набережная Пресненская;6с2;Деловой центр;Imperia Tower
Istudio;real_estate_agent;https://www.cian.ru/sale/flat/303356899/;Зеленоград;sale;flat;5;6;5;220.0;255000000;Раменки;Минская ;2Вк4;Минская;Снегири Эко
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/302590854/;Зеленоград;sale;flat;4;4;4;288.0;574431000;Таганский; Солянка;7;Китай-город;Дом с Атлантами
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/300781090/;Зеленоград;sale;flat;5;5;5;360.0;1499000000;Хамовники;Молочный переулок;6;Парк Культуры;
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/308303850/;Зеленоград;sale;flat;24;26;2;105.0;8000000;Хостинский;Курортный проспект;105;;
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/308223929/;Зеленоград;sale;flat;10;16;1;63.0;12500000;Центральный; Парковая;5;;
ID 74221514;realtor;https://krasnogorsk.cian.ru/sale/flat/305886771/;Зеленоград;sale;flat;23;25;2;38.7;9800000;;Заводская ;18к3;Павшино;мкрн. Южный (Ул. Заводская корп. 31)
ID 115101461;homeowner;https://kotelniki.cian.ru/sale/flat/300523277/;Зеленоград;sale;flat;16;18;1;45.0;10550000;; Кузьминская;5к1;Котельники;Котельнические высотки
Колди;developer;https://www.cian.ru/sale/flat/302241294/;Зеленоград;sale;flat;6;21;3;76.48;16564038;Нижегородский;Автомобильный проезд;4;Калитники;N’ice Loft
ID 94542124;homeowner;https://www.cian.ru/sale/flat/308767223/;Зеленоград;sale;flat;5;18;2;39.9;22500000;Левобережный;Фестивальная ;15К4;Речной вокзал;Фестиваль парк-2
ЛИДЕР Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/306768477/;Зеленоград;sale;flat;11;13;3;82.0;43900000;Раменки;Винницкая ;8к4;Раменки;Настоящее
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307743543/;Зеленоград;sale;flat;2;6;3;70.0;67500000;Пресненский;Богословский переулок;7;Пушкинская;
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/304963966/;Зеленоград;sale;flat;3;12;2;65.6;82000000;Раменки;Мосфильмовская ;1к5;Ломоносовский проспект;Вишневый сад
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308552376/;Зеленоград;sale;flat;11;18;5;125.0;85000000;Алексеевский;Новоалексеевская ;16к3;Алексеевская;Серебряный фонтан
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298983974/;Зеленоград;sale;flat;2;7;4;250.0;97000000;Крылатское;Крылатская ;45К4;Крылатское;Долина грез
ASTERUS;developer;https://www.cian.ru/sale/flat/300842855/;Зеленоград;sale;flat;1;22;3;163.4;99554600;Покровское-Стрешнево;;;Спартак;Алиа ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/302801154/;Зеленоград;sale;flat;11;11;4;179.2;105000000;Басманный;Старая Басманная ;10С5;Курская;KAZAKOV Grand Loft
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/302532726/;Зеленоград;sale;flat;3;8;3;111.0;128750000;Раменки;Мосфильмовская ;1к9;Ломоносовский проспект;Вишневый сад
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/307447651/;Зеленоград;sale;flat;17;17;5;350.0;150000000;Тверской;Новослободская ;11;Новослободская;
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/303591789/;Зеленоград;sale;flat;4;7;3;156.0;230000000;Хамовники; Льва Толстого;23к1;Парк Культуры;Литератор
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/302535803/;Зеленоград;sale;flat;8;9;4;150.0;231523500;Раменки;Мосфильмовская ;1к9;Ломоносовский проспект;Вишневый сад
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/302536248/;Зеленоград;sale;flat;8;9;5;191.0;295554000;Раменки;Мосфильмовская ;1к9;Ломоносовский проспект;Вишневый сад
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307500430/;Зеленоград;sale;flat;5;6;5;423.0;1625883407;Хамовники;Бутиковский переулок;5;Парк Культуры;Бутиковский 5
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/308789447/;Зеленоград;sale;flat;11;12;1;33.5;8000000;Чертаново Южное;3-й Дорожный проезд;6К1;Улица Академика Янгеля;
Иван Музалевский;realtor;https://vidnoye.cian.ru/sale/flat/294930143/;Зеленоград;sale;flat;4;25;3;74.0;12200000;;;;;Бутово парк
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/298907222/;Зеленоград;sale;flat;1;12;2;54.8;14200000;Новогиреево;Новогиреевская ;50/9;Перово;
ZIP Realty;real_estate_agent;https://odintsovo.cian.ru/sale/flat/305147881/;Зеленоград;sale;flat;3;6;3;99.3;30000000;с. Ромашково;проезд Рублевский;40к6;;Ромашково
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/305593994/;Зеленоград;sale;flat;6;6;3;65.0;47700000;Басманный; Покровка;38С1;Курская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306706891/;Зеленоград;sale;flat;26;30;3;122.4;48900000;Южнопортовый; 1-я Машиностроения;10;Дубровка;Дубровская Слобода
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/304291401/;Зеленоград;sale;flat;2;6;3;75.0;67500000;Пресненский;Богословский переулок;7;Пушкинская;
REPLACE;real_estate_agent;https://www.cian.ru/sale/flat/306553186/;Зеленоград;sale;flat;7;21;3;90.6;105000000;Пресненский;Мантулинская ;9к5;Москва-Сити;City Park
NF Group Country - ex-Knight Frank Russia;real_estate_agent;https://odintsovo.cian.ru/sale/flat/303199796/;Зеленоград;sale;flat;5;5;4;228.0;140000000;;;;;Жуковка Шале
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/301520504/;Зеленоград;sale;flat;2;21;2;116.0;140000000;Пресненский; Костикова;4к3;Улица 1905 года;Lucky
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/300005780/;Зеленоград;sale;flat;20;22;4;200.0;148900000;Хорошево-Мневники;Живописная ;21А;Серебряный Бор;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308068106/;Зеленоград;sale;flat;8;9;4;144.0;180000000;Раменки;Мосфильмовская ;1к6;Ломоносовский проспект;Вишневый сад
WELHOME;real_estate_agent;https://www.cian.ru/sale/flat/306848563/;Зеленоград;sale;flat;6;9;5;202.0;195000000;Замоскворечье;Большая Татарская ;7к3;Новокузнецкая;Четыре солнца
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/305062336/;Зеленоград;sale;flat;29;53;3;191.5;240230999;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/302627595/;Зеленоград;sale;flat;4;6;4;231.1;462200000;Хамовники;Курсовой переулок;10/1;Кропоткинская;Nabokov
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/302998067/;Зеленоград;sale;flat;16;21;1;40.45;6279620;;;;;Микрорайон Образцово
Ю-Питер;real_estate_agent;https://spb.cian.ru/sale/flat/293545584/;Зеленоград;sale;flat;19;23;1;36.4;8800000;Приморский;Лыжный переулок;4к3;Беговая;Геометрия
SPB Housing;real_estate_agent;https://spb.cian.ru/sale/flat/301620868/;Зеленоград;sale;flat;4;10;2;64.3;20897500;Приморский;Фермское шоссе;12Б;Удельная;
SPB Housing;real_estate_agent;https://spb.cian.ru/sale/flat/301980497/;Зеленоград;sale;flat;3;8;3;119.4;39402000;Петроградский; Графтио;5;Петроградская;
Диалог Риэлт;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/308303447/;Зеленоград;sale;flat;13;25;2;51.3;11000000;; Весенняя;12;Лухмановская;Люберецкий
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://vidnoye.cian.ru/sale/flat/308341131/;Зеленоград;sale;flat;13;17;3;78.0;11250000;Дрожжино рп;шоссе Новое;8к1;;Бутово парк 2
ID 123328834;homeowner;https://www.cian.ru/sale/flat/308676848/;Зеленоград;sale;flat;6;14;1;36.0;13700000;Перово;Мартеновская ;11/12;Новогиреево;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/308397152/;Зеленоград;sale;flat;4;9;3;60.0;17500000;Теплый Стан; Академика Виноградова;6;Генерала Тюленева;
Основа;developer;https://www.cian.ru/sale/flat/292153800/;Зеленоград;sale;flat;18;28;2;63.4;25645300;Хорошево-Мневники;;;Полежаевская;Эмоушен ЖК
Екатерина Сухий;realtor;https://www.cian.ru/sale/flat/308360046/;Зеленоград;sale;flat;4;9;2;43.1;29500000;Аэропорт;Ленинградский проспект;54/1;Аэропорт;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303848561/;Зеленоград;sale;flat;8;29;3;80.0;36900000;Раменки;Мосфильмовская ;74Б;Ломоносовский проспект;Мосфильмовская
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/307888175/;Зеленоград;sale;flat;8;14;3;71.0;42300000;Раменки;проспект Генерала Дорохова;39к1Б;Минская;Собрание клубных домов West Garden
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298575698/;Зеленоград;sale;flat;6;6;3;65.0;47700000;Басманный; Покровка;38С1;Курская;
Антон Ермолаев;realtor;https://www.cian.ru/sale/flat/305332515/;Зеленоград;sale;flat;31;67;2;51.5;49000000;Пресненский;Краснопресненская набережная;14Ак2;Москва-Сити;Capital Towers
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306787858/;Зеленоград;sale;flat;25;28;3;96.6;51900000;Раменки;Винницкая ;8к4;Раменки;Настоящее
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/303619557/;Зеленоград;sale;flat;9;16;4;120.0;52900000;Коньково; Островитянова;11К1;Коньково;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307221415/;Зеленоград;sale;flat;5;21;4;124.0;69000000;Раменки;Мичуринский проспект;26;Раменки;
